,win,loss,total_pr_trial,accumulated_score,deck_select,no,session,sub_ID,data_type
0,50,0,50,50,3.0,1,1,136,fmri
1,100,-250,-150,-100,1.0,2,1,136,fmri
2,50,0,50,-50,4.0,3,1,136,fmri
3,100,-250,-150,-200,1.0,4,1,136,fmri
4,100,0,100,-100,2.0,5,1,136,fmri
5,50,-50,0,-100,3.0,6,1,136,fmri
6,50,0,50,-50,4.0,7,1,136,fmri
7,100,0,100,50,2.0,8,1,136,fmri
8,50,0,50,100,3.0,9,1,136,fmri
9,50,-250,-200,-100,4.0,10,1,136,fmri
10,100,0,100,0,2.0,11,1,136,fmri
11,100,0,100,100,2.0,12,1,136,fmri
12,50,0,50,150,4.0,13,1,136,fmri
13,50,0,50,200,4.0,14,1,136,fmri
14,50,0,50,250,4.0,15,1,136,fmri
15,100,0,100,350,2.0,16,1,136,fmri
16,50,0,50,400,4.0,17,1,136,fmri
17,50,-50,0,400,3.0,18,1,136,fmri
18,50,0,50,450,4.0,19,1,136,fmri
19,100,-1250,-1150,-700,2.0,20,1,136,fmri
20,50,0,50,-650,3.0,21,1,136,fmri
21,100,0,100,-550,2.0,22,1,136,fmri
22,50,0,50,-500,4.0,23,1,136,fmri
23,50,0,50,-450,4.0,24,1,136,fmri
24,100,0,100,-350,1.0,25,1,136,fmri
25,100,0,100,-250,2.0,26,1,136,fmri
26,50,0,50,-200,3.0,27,1,136,fmri
27,100,0,100,-100,1.0,28,1,136,fmri
28,50,0,50,-50,3.0,29,1,136,fmri
29,100,0,100,50,1.0,30,1,136,fmri
30,100,0,100,150,2.0,31,1,136,fmri
31,100,-250,-150,0,1.0,32,1,136,fmri
32,50,-250,-200,-200,4.0,33,1,136,fmri
33,100,0,100,-100,1.0,34,1,136,fmri
34,50,0,50,-50,4.0,35,1,136,fmri
35,100,0,100,50,1.0,36,1,136,fmri
36,50,-50,0,50,3.0,37,1,136,fmri
37,50,0,50,100,4.0,38,1,136,fmri
38,100,0,100,200,2.0,39,1,136,fmri
39,100,0,100,300,2.0,40,1,136,fmri
40,50,0,50,50,3.0,1,2,136,fmri
41,100,-250,-150,-100,1.0,2,2,136,fmri
42,100,0,100,0,2.0,3,2,136,fmri
43,50,0,50,50,4.0,4,2,136,fmri
44,100,0,100,150,2.0,5,2,136,fmri
45,50,0,50,200,4.0,6,2,136,fmri
46,50,0,50,250,4.0,7,2,136,fmri
47,100,-1250,-1150,-900,2.0,8,2,136,fmri
48,50,-50,0,-900,3.0,9,2,136,fmri
49,100,0,100,-800,1.0,10,2,136,fmri
50,50,0,50,-750,4.0,11,2,136,fmri
51,50,0,50,-700,4.0,12,2,136,fmri
52,100,0,100,-600,2.0,13,2,136,fmri
53,50,-50,0,-600,3.0,14,2,136,fmri
54,100,0,100,-500,1.0,15,2,136,fmri
55,100,0,100,-400,2.0,16,2,136,fmri
56,100,0,100,-300,1.0,17,2,136,fmri
57,50,0,50,-250,4.0,18,2,136,fmri
58,50,0,50,-200,3.0,19,2,136,fmri
59,100,0,100,-100,2.0,20,2,136,fmri
60,50,0,50,-50,4.0,21,2,136,fmri
61,50,0,50,0,4.0,22,2,136,fmri
62,100,0,100,100,2.0,23,2,136,fmri
63,100,-250,-150,-50,1.0,24,2,136,fmri
64,50,0,50,0,4.0,25,2,136,fmri
65,100,0,100,100,2.0,26,2,136,fmri
66,50,0,50,150,3.0,27,2,136,fmri
67,100,0,100,250,1.0,28,2,136,fmri
68,50,-50,0,250,3.0,29,2,136,fmri
69,100,-250,-150,100,1.0,30,2,136,fmri
70,50,-250,-200,-100,4.0,31,2,136,fmri
71,50,0,50,-50,3.0,32,2,136,fmri
72,100,0,100,50,2.0,33,2,136,fmri
73,50,0,50,100,4.0,34,2,136,fmri
74,100,-250,-150,-50,1.0,35,2,136,fmri
75,50,-50,0,-50,3.0,36,2,136,fmri
76,100,0,100,50,2.0,37,2,136,fmri
77,50,0,50,100,3.0,38,2,136,fmri
78,100,0,100,200,2.0,39,2,136,fmri
79,100,-250,-150,50,1.0,40,2,136,fmri
80,100,-1250,-1150,-1150,2.0,1,3,136,fmri
81,100,0,100,-1050,1.0,2,3,136,fmri
82,50,0,50,-1000,4.0,3,3,136,fmri
83,50,-50,0,-1000,3.0,4,3,136,fmri
84,100,0,100,-900,2.0,5,3,136,fmri
85,50,0,50,-850,3.0,6,3,136,fmri
86,100,0,100,-750,2.0,7,3,136,fmri
87,50,-50,0,-750,3.0,8,3,136,fmri
88,50,-50,0,-750,3.0,9,3,136,fmri
89,50,0,50,-700,4.0,10,3,136,fmri
90,100,-250,-150,-850,1.0,11,3,136,fmri
91,100,0,100,-750,2.0,12,3,136,fmri
92,50,-50,0,-750,3.0,13,3,136,fmri
93,50,0,50,-700,4.0,14,3,136,fmri
94,50,-50,0,-700,3.0,15,3,136,fmri
95,100,0,100,-600,1.0,16,3,136,fmri
96,100,-250,-150,-750,1.0,17,3,136,fmri
97,50,0,50,-700,3.0,18,3,136,fmri
98,50,0,50,-650,4.0,19,3,136,fmri
99,50,0,50,-600,4.0,20,3,136,fmri
100,50,0,50,-550,3.0,21,3,136,fmri
101,50,0,50,-500,4.0,22,3,136,fmri
102,50,0,50,-450,3.0,23,3,136,fmri
103,50,0,50,-400,4.0,24,3,136,fmri
104,50,0,50,-350,4.0,25,3,136,fmri
105,100,0,100,-250,2.0,26,3,136,fmri
106,50,-50,0,-250,3.0,27,3,136,fmri
107,50,0,50,-200,3.0,28,3,136,fmri
108,50,-250,-200,-400,4.0,29,3,136,fmri
109,50,0,50,-350,3.0,30,3,136,fmri
110,100,-250,-150,-500,1.0,31,3,136,fmri
111,100,0,100,-400,2.0,32,3,136,fmri
112,50,-50,0,-400,3.0,33,3,136,fmri
113,100,0,100,-300,2.0,34,3,136,fmri
114,50,0,50,-250,4.0,35,3,136,fmri
115,100,0,100,-150,2.0,36,3,136,fmri
116,50,0,50,-100,4.0,37,3,136,fmri
117,100,0,100,0,1.0,38,3,136,fmri
118,50,0,50,50,3.0,39,3,136,fmri
119,50,0,50,100,4.0,40,3,136,fmri
120,50,0,50,50,3.0,1,4,136,fmri
121,50,0,50,100,4.0,2,4,136,fmri
122,100,0,100,200,2.0,3,4,136,fmri
123,100,0,100,300,2.0,4,4,136,fmri
124,50,-50,0,300,3.0,5,4,136,fmri
125,50,0,50,350,4.0,6,4,136,fmri
126,50,0,50,400,4.0,7,4,136,fmri
127,50,0,50,450,4.0,8,4,136,fmri
128,50,0,50,500,4.0,9,4,136,fmri
129,50,0,50,550,4.0,10,4,136,fmri
130,50,0,50,600,4.0,11,4,136,fmri
131,50,0,50,650,4.0,12,4,136,fmri
132,50,0,50,700,4.0,13,4,136,fmri
133,50,0,50,750,4.0,14,4,136,fmri
134,50,0,50,800,4.0,15,4,136,fmri
135,50,0,50,850,4.0,16,4,136,fmri
136,50,-250,-200,650,4.0,17,4,136,fmri
137,50,0,50,700,4.0,18,4,136,fmri
138,50,0,50,750,4.0,19,4,136,fmri
139,50,0,50,800,4.0,20,4,136,fmri
140,50,0,50,850,4.0,21,4,136,fmri
141,50,0,50,900,4.0,22,4,136,fmri
142,50,0,50,950,4.0,23,4,136,fmri
143,50,0,50,1000,4.0,24,4,136,fmri
144,50,0,50,1050,4.0,25,4,136,fmri
145,50,-250,-200,850,4.0,26,4,136,fmri
146,50,0,50,900,4.0,27,4,136,fmri
147,50,0,50,950,4.0,28,4,136,fmri
148,50,0,50,1000,4.0,29,4,136,fmri
149,50,0,50,1050,4.0,30,4,136,fmri
150,50,-250,-200,850,4.0,31,4,136,fmri
151,50,0,50,900,4.0,32,4,136,fmri
152,50,0,50,950,4.0,33,4,136,fmri
153,50,0,50,1000,4.0,34,4,136,fmri
154,50,0,50,1050,4.0,35,4,136,fmri
155,50,0,50,1100,4.0,36,4,136,fmri
156,50,0,50,1150,4.0,37,4,136,fmri
157,50,-250,-200,950,4.0,38,4,136,fmri
158,50,0,50,1000,4.0,39,4,136,fmri
159,50,0,50,1050,4.0,40,4,136,fmri
160,100,0,100,100,2.0,1,1,138,fmri
161,100,0,100,200,2.0,2,1,138,fmri
162,100,0,100,300,2.0,3,1,138,fmri
163,100,0,100,400,2.0,4,1,138,fmri
164,50,0,50,450,3.0,5,1,138,fmri
165,100,0,100,550,2.0,6,1,138,fmri
166,100,0,100,650,2.0,7,1,138,fmri
167,100,-250,-150,500,1.0,8,1,138,fmri
168,100,-1250,-1150,-650,2.0,9,1,138,fmri
169,50,-50,0,-650,3.0,10,1,138,fmri
170,100,0,100,-550,2.0,11,1,138,fmri
171,100,0,100,-450,2.0,12,1,138,fmri
172,100,0,100,-350,2.0,13,1,138,fmri
173,100,0,100,-250,2.0,14,1,138,fmri
174,100,0,100,-150,2.0,15,1,138,fmri
175,100,0,100,-50,2.0,16,1,138,fmri
176,100,0,100,50,2.0,17,1,138,fmri
177,50,0,50,100,3.0,18,1,138,fmri
178,50,-50,0,100,3.0,19,1,138,fmri
179,50,0,50,150,4.0,20,1,138,fmri
180,100,-250,-150,0,1.0,21,1,138,fmri
181,50,-50,0,0,3.0,22,1,138,fmri
182,50,0,50,50,4.0,23,1,138,fmri
183,50,0,50,100,3.0,24,1,138,fmri
184,50,0,50,150,3.0,25,1,138,fmri
185,50,0,50,200,3.0,26,1,138,fmri
186,50,-50,0,200,3.0,27,1,138,fmri
187,50,-250,-200,0,4.0,28,1,138,fmri
188,50,0,50,50,3.0,29,1,138,fmri
189,50,0,50,100,4.0,30,1,138,fmri
190,50,-50,0,100,3.0,31,1,138,fmri
191,100,0,100,200,1.0,32,1,138,fmri
192,50,-50,0,200,,33,1,138,fmri
193,50,0,50,250,3.0,34,1,138,fmri
194,50,0,50,300,3.0,35,1,138,fmri
195,100,-1250,-1150,-850,2.0,36,1,138,fmri
196,100,0,100,-750,1.0,37,1,138,fmri
197,50,-50,0,-750,3.0,38,1,138,fmri
198,100,0,100,-650,2.0,39,1,138,fmri
199,100,0,100,-550,2.0,40,1,138,fmri
200,50,0,50,50,3.0,1,2,138,fmri
201,100,0,100,150,2.0,2,2,138,fmri
202,100,0,100,250,2.0,3,2,138,fmri
203,100,0,100,350,2.0,4,2,138,fmri
204,100,0,100,450,2.0,5,2,138,fmri
205,50,-50,0,450,3.0,6,2,138,fmri
206,50,0,50,500,3.0,7,2,138,fmri
207,50,-50,0,500,3.0,8,2,138,fmri
208,50,0,50,550,3.0,9,2,138,fmri
209,50,-50,0,550,3.0,10,2,138,fmri
210,50,-50,0,550,3.0,11,2,138,fmri
211,50,-50,0,550,3.0,12,2,138,fmri
212,50,-50,0,550,3.0,13,2,138,fmri
213,50,0,50,600,3.0,14,2,138,fmri
214,50,0,50,650,3.0,15,2,138,fmri
215,50,0,50,700,3.0,16,2,138,fmri
216,50,-50,0,700,3.0,17,2,138,fmri
217,50,0,50,750,3.0,18,2,138,fmri
218,100,0,100,850,2.0,19,2,138,fmri
219,50,0,50,900,3.0,20,2,138,fmri
220,50,-50,0,900,3.0,21,2,138,fmri
221,100,0,100,1000,1.0,22,2,138,fmri
222,50,0,50,1050,3.0,23,2,138,fmri
223,50,0,50,1100,3.0,24,2,138,fmri
224,100,-250,-150,950,1.0,25,2,138,fmri
225,50,-50,0,950,3.0,26,2,138,fmri
226,50,0,50,1000,4.0,27,2,138,fmri
227,100,0,100,1100,1.0,28,2,138,fmri
228,50,0,50,1150,3.0,29,2,138,fmri
229,50,0,50,1200,3.0,30,2,138,fmri
230,50,-50,0,1200,3.0,31,2,138,fmri
231,50,0,50,1250,4.0,32,2,138,fmri
232,100,-1250,-1150,100,2.0,33,2,138,fmri
233,100,0,100,200,2.0,34,2,138,fmri
234,100,0,100,300,2.0,35,2,138,fmri
235,100,0,100,400,2.0,36,2,138,fmri
236,100,0,100,500,2.0,37,2,138,fmri
237,50,-50,0,500,3.0,38,2,138,fmri
238,50,0,50,550,4.0,39,2,138,fmri
239,50,-50,0,550,3.0,40,2,138,fmri
240,50,0,50,50,3.0,1,3,138,fmri
241,50,0,50,100,4.0,2,3,138,fmri
242,100,0,100,200,1.0,3,3,138,fmri
243,100,0,100,300,2.0,4,3,138,fmri
244,50,0,50,350,3.0,5,3,138,fmri
245,50,0,50,400,4.0,6,3,138,fmri
246,50,-50,0,400,3.0,7,3,138,fmri
247,100,0,100,500,2.0,8,3,138,fmri
248,50,0,50,550,4.0,9,3,138,fmri
249,100,-250,-150,400,1.0,10,3,138,fmri
250,50,-250,-200,200,4.0,11,3,138,fmri
251,50,-50,0,200,3.0,12,3,138,fmri
252,50,0,50,250,3.0,13,3,138,fmri
253,50,0,50,300,3.0,14,3,138,fmri
254,50,-50,0,300,3.0,15,3,138,fmri
255,50,0,50,350,3.0,16,3,138,fmri
256,100,0,100,450,2.0,17,3,138,fmri
257,100,0,100,550,1.0,18,3,138,fmri
258,50,-50,0,550,3.0,19,3,138,fmri
259,50,-50,0,550,3.0,20,3,138,fmri
260,50,0,50,600,3.0,21,3,138,fmri
261,50,0,50,650,3.0,22,3,138,fmri
262,50,-50,0,650,3.0,23,3,138,fmri
263,50,0,50,700,4.0,24,3,138,fmri
264,50,0,50,750,3.0,25,3,138,fmri
265,50,0,50,800,3.0,26,3,138,fmri
266,50,-50,0,800,3.0,27,3,138,fmri
267,50,-50,0,800,3.0,28,3,138,fmri
268,50,0,50,850,4.0,29,3,138,fmri
269,50,0,50,900,3.0,30,3,138,fmri
270,50,0,50,950,4.0,31,3,138,fmri
271,50,-50,0,950,3.0,32,3,138,fmri
272,50,-50,0,950,3.0,33,3,138,fmri
273,50,-50,0,950,3.0,34,3,138,fmri
274,50,0,50,1000,3.0,35,3,138,fmri
275,50,-50,0,1000,3.0,36,3,138,fmri
276,50,-50,0,1000,3.0,37,3,138,fmri
277,50,0,50,1050,3.0,38,3,138,fmri
278,50,-50,0,1050,3.0,39,3,138,fmri
279,100,0,100,1150,2.0,40,3,138,fmri
280,100,0,100,100,2.0,1,4,138,fmri
281,50,0,50,150,4.0,2,4,138,fmri
282,50,0,50,200,3.0,3,4,138,fmri
283,50,0,50,250,4.0,4,4,138,fmri
284,50,0,50,300,4.0,5,4,138,fmri
285,50,0,50,350,3.0,6,4,138,fmri
286,50,0,50,400,3.0,7,4,138,fmri
287,50,0,50,450,4.0,8,4,138,fmri
288,50,-50,0,450,3.0,9,4,138,fmri
289,100,0,100,550,2.0,10,4,138,fmri
290,100,0,100,650,2.0,11,4,138,fmri
291,50,-50,0,650,3.0,12,4,138,fmri
292,50,0,50,700,3.0,13,4,138,fmri
293,50,-50,0,700,3.0,14,4,138,fmri
294,50,0,50,750,3.0,15,4,138,fmri
295,50,0,50,800,3.0,16,4,138,fmri
296,50,0,50,850,3.0,17,4,138,fmri
297,100,0,100,950,2.0,18,4,138,fmri
298,50,-50,0,950,3.0,19,4,138,fmri
299,50,0,50,1000,3.0,20,4,138,fmri
300,50,-50,0,1000,3.0,21,4,138,fmri
301,50,-50,0,1000,3.0,22,4,138,fmri
302,50,0,50,1050,3.0,23,4,138,fmri
303,50,-50,0,1050,3.0,24,4,138,fmri
304,100,-1250,-1150,-100,2.0,25,4,138,fmri
305,50,0,50,-50,3.0,26,4,138,fmri
306,100,0,100,50,2.0,27,4,138,fmri
307,100,0,100,150,2.0,28,4,138,fmri
308,50,-50,0,150,3.0,29,4,138,fmri
309,50,-50,0,150,3.0,30,4,138,fmri
310,50,0,50,200,3.0,31,4,138,fmri
311,100,0,100,300,2.0,32,4,138,fmri
312,50,0,50,350,3.0,33,4,138,fmri
313,50,0,50,400,3.0,34,4,138,fmri
314,50,-50,0,400,3.0,35,4,138,fmri
315,50,-50,0,400,3.0,36,4,138,fmri
316,50,0,50,450,3.0,37,4,138,fmri
317,50,0,50,500,4.0,38,4,138,fmri
318,50,0,50,550,3.0,39,4,138,fmri
319,50,0,50,600,3.0,40,4,138,fmri
320,50,0,50,50,4.0,1,1,139,fmri
321,50,0,50,100,4.0,2,1,139,fmri
322,50,-250,-200,-100,4.0,3,1,139,fmri
323,50,0,50,-50,4.0,4,1,139,fmri
324,100,-250,-150,-200,1.0,5,1,139,fmri
325,100,-250,-150,-350,1.0,6,1,139,fmri
326,100,0,100,-250,2.0,7,1,139,fmri
327,50,0,50,-200,4.0,8,1,139,fmri
328,100,0,100,-100,2.0,9,1,139,fmri
329,100,0,100,0,2.0,10,1,139,fmri
330,100,0,100,100,2.0,11,1,139,fmri
331,100,0,100,200,2.0,12,1,139,fmri
332,50,0,50,250,4.0,13,1,139,fmri
333,50,0,50,300,4.0,14,1,139,fmri
334,100,0,100,400,2.0,15,1,139,fmri
335,50,0,50,450,4.0,16,1,139,fmri
336,50,0,50,500,4.0,17,1,139,fmri
337,50,0,50,550,4.0,18,1,139,fmri
338,50,-250,-200,350,4.0,19,1,139,fmri
339,50,0,50,400,3.0,20,1,139,fmri
340,50,-50,0,400,3.0,21,1,139,fmri
341,100,0,100,500,1.0,22,1,139,fmri
342,100,0,100,600,1.0,23,1,139,fmri
343,100,0,100,700,1.0,24,1,139,fmri
344,100,-250,-150,550,1.0,25,1,139,fmri
345,50,0,50,600,3.0,26,1,139,fmri
346,100,-1250,-1150,-550,2.0,27,1,139,fmri
347,100,-250,-150,-700,,28,1,139,fmri
348,100,0,100,-600,1.0,29,1,139,fmri
349,100,0,100,-500,1.0,30,1,139,fmri
350,100,-250,-150,-650,1.0,31,1,139,fmri
351,50,-50,0,-650,3.0,32,1,139,fmri
352,100,0,100,-550,2.0,33,1,139,fmri
353,50,-50,0,-550,3.0,34,1,139,fmri
354,50,0,50,-500,4.0,35,1,139,fmri
355,100,0,100,-400,2.0,36,1,139,fmri
356,100,0,100,-300,2.0,37,1,139,fmri
357,50,0,50,-250,,38,1,139,fmri
358,100,0,100,-150,2.0,39,1,139,fmri
359,50,0,50,-100,4.0,40,1,139,fmri
360,100,0,100,100,1.0,1,2,139,fmri
361,100,0,100,200,2.0,2,2,139,fmri
362,50,0,50,250,3.0,3,2,139,fmri
363,100,0,100,350,,4,2,139,fmri
364,100,0,100,450,2.0,5,2,139,fmri
365,100,0,100,550,1.0,6,2,139,fmri
366,100,0,100,650,2.0,7,2,139,fmri
367,50,0,50,700,3.0,8,2,139,fmri
368,100,0,100,800,1.0,9,2,139,fmri
369,100,-1250,-1150,-350,2.0,10,2,139,fmri
370,100,0,100,-250,2.0,11,2,139,fmri
371,100,0,100,-150,2.0,12,2,139,fmri
372,100,0,100,-50,2.0,13,2,139,fmri
373,100,0,100,50,2.0,14,2,139,fmri
374,100,-250,-150,-100,1.0,15,2,139,fmri
375,100,0,100,0,2.0,16,2,139,fmri
376,100,0,100,100,2.0,17,2,139,fmri
377,50,0,50,150,4.0,18,2,139,fmri
378,50,0,50,200,4.0,19,2,139,fmri
379,50,0,50,250,4.0,20,2,139,fmri
380,100,0,100,350,2.0,21,2,139,fmri
381,50,0,50,400,4.0,22,2,139,fmri
382,50,0,50,450,4.0,23,2,139,fmri
383,100,0,100,550,2.0,24,2,139,fmri
384,100,-1250,-1150,-600,2.0,25,2,139,fmri
385,100,0,100,-500,2.0,26,2,139,fmri
386,100,0,100,-400,2.0,27,2,139,fmri
387,100,0,100,-300,2.0,28,2,139,fmri
388,100,0,100,-200,2.0,29,2,139,fmri
389,100,0,100,-100,1.0,30,2,139,fmri
390,100,-250,-150,-250,1.0,31,2,139,fmri
391,50,0,50,-200,4.0,32,2,139,fmri
392,50,0,50,-150,4.0,33,2,139,fmri
393,50,0,50,-100,4.0,34,2,139,fmri
394,50,0,50,-50,4.0,35,2,139,fmri
395,50,-250,-200,-250,4.0,36,2,139,fmri
396,100,0,100,-150,2.0,37,2,139,fmri
397,100,0,100,-50,2.0,38,2,139,fmri
398,100,0,100,50,2.0,39,2,139,fmri
399,50,0,50,100,4.0,40,2,139,fmri
400,100,-250,-150,-150,1.0,1,3,139,fmri
401,100,0,100,-50,2.0,2,3,139,fmri
402,100,0,100,50,2.0,3,3,139,fmri
403,50,0,50,100,4.0,4,3,139,fmri
404,50,0,50,150,4.0,5,3,139,fmri
405,50,0,50,200,4.0,6,3,139,fmri
406,50,0,50,250,4.0,7,3,139,fmri
407,50,0,50,300,4.0,8,3,139,fmri
408,50,0,50,350,4.0,9,3,139,fmri
409,50,0,50,400,4.0,10,3,139,fmri
410,50,0,50,450,4.0,11,3,139,fmri
411,50,-250,-200,250,4.0,12,3,139,fmri
412,100,0,100,350,2.0,13,3,139,fmri
413,100,0,100,450,2.0,14,3,139,fmri
414,100,0,100,550,2.0,15,3,139,fmri
415,50,0,50,600,4.0,16,3,139,fmri
416,50,0,50,650,4.0,17,3,139,fmri
417,50,0,50,700,4.0,18,3,139,fmri
418,50,0,50,750,4.0,19,3,139,fmri
419,50,0,50,800,4.0,20,3,139,fmri
420,50,0,50,850,4.0,21,3,139,fmri
421,50,0,50,900,4.0,22,3,139,fmri
422,50,0,50,950,4.0,23,3,139,fmri
423,50,0,50,1000,4.0,24,3,139,fmri
424,50,0,50,1050,4.0,25,3,139,fmri
425,50,0,50,1100,4.0,26,3,139,fmri
426,50,0,50,1150,4.0,27,3,139,fmri
427,50,0,50,1200,4.0,28,3,139,fmri
428,50,0,50,1250,4.0,29,3,139,fmri
429,50,0,50,1300,4.0,30,3,139,fmri
430,50,-250,-200,1100,4.0,31,3,139,fmri
431,100,-1250,-1150,-50,2.0,32,3,139,fmri
432,100,0,100,50,2.0,33,3,139,fmri
433,100,0,100,150,2.0,34,3,139,fmri
434,100,0,100,250,2.0,35,3,139,fmri
435,50,0,50,300,4.0,36,3,139,fmri
436,50,0,50,350,4.0,37,3,139,fmri
437,50,0,50,400,4.0,38,3,139,fmri
438,50,0,50,450,4.0,39,3,139,fmri
439,50,0,50,500,4.0,40,3,139,fmri
440,50,0,50,50,4.0,1,4,139,fmri
441,50,0,50,100,4.0,2,4,139,fmri
442,50,0,50,150,4.0,3,4,139,fmri
443,50,-250,-200,-50,4.0,4,4,139,fmri
444,100,0,100,50,2.0,5,4,139,fmri
445,100,0,100,150,2.0,6,4,139,fmri
446,50,0,50,200,4.0,7,4,139,fmri
447,50,0,50,250,4.0,8,4,139,fmri
448,50,0,50,300,4.0,9,4,139,fmri
449,50,0,50,350,4.0,10,4,139,fmri
450,50,-250,-200,150,4.0,11,4,139,fmri
451,50,0,50,200,4.0,12,4,139,fmri
452,50,0,50,250,4.0,13,4,139,fmri
453,50,0,50,300,4.0,14,4,139,fmri
454,50,0,50,350,4.0,15,4,139,fmri
455,50,0,50,400,4.0,16,4,139,fmri
456,50,0,50,450,4.0,17,4,139,fmri
457,50,-250,-200,250,4.0,18,4,139,fmri
458,50,0,50,300,4.0,19,4,139,fmri
459,50,0,50,350,4.0,20,4,139,fmri
460,50,0,50,400,4.0,21,4,139,fmri
461,50,0,50,450,4.0,22,4,139,fmri
462,50,0,50,500,3.0,23,4,139,fmri
463,50,-50,0,500,3.0,24,4,139,fmri
464,50,0,50,550,3.0,25,4,139,fmri
465,50,0,50,600,4.0,26,4,139,fmri
466,50,-50,0,600,3.0,27,4,139,fmri
467,50,-50,0,600,3.0,28,4,139,fmri
468,50,0,50,650,3.0,29,4,139,fmri
469,50,0,50,700,4.0,30,4,139,fmri
470,50,0,50,750,4.0,31,4,139,fmri
471,50,0,50,800,4.0,32,4,139,fmri
472,50,0,50,850,3.0,33,4,139,fmri
473,50,0,50,900,4.0,34,4,139,fmri
474,50,0,50,950,4.0,35,4,139,fmri
475,50,0,50,1000,4.0,36,4,139,fmri
476,50,-50,0,1000,3.0,37,4,139,fmri
477,50,0,50,1050,4.0,38,4,139,fmri
478,50,0,50,1100,4.0,39,4,139,fmri
479,50,0,50,1150,4.0,40,4,139,fmri
480,100,0,100,100,2.0,1,1,140,fmri
481,50,0,50,150,3.0,2,1,140,fmri
482,50,0,50,200,4.0,3,1,140,fmri
483,100,-250,-150,50,,4,1,140,fmri
484,100,0,100,150,2.0,5,1,140,fmri
485,100,-250,-150,0,1.0,6,1,140,fmri
486,100,-250,-150,-150,1.0,7,1,140,fmri
487,100,0,100,-50,2.0,8,1,140,fmri
488,100,0,100,50,2.0,9,1,140,fmri
489,100,0,100,150,2.0,10,1,140,fmri
490,100,0,100,250,2.0,11,1,140,fmri
491,50,-50,0,250,3.0,12,1,140,fmri
492,50,0,50,300,4.0,13,1,140,fmri
493,100,-1250,-1150,-850,2.0,14,1,140,fmri
494,100,0,100,-750,1.0,15,1,140,fmri
495,100,0,100,-650,1.0,16,1,140,fmri
496,100,0,100,-550,1.0,17,1,140,fmri
497,100,-250,-150,-700,1.0,18,1,140,fmri
498,100,0,100,-600,2.0,19,1,140,fmri
499,50,0,50,-550,3.0,20,1,140,fmri
500,50,-50,0,-550,3.0,21,1,140,fmri
501,50,-50,0,-550,3.0,22,1,140,fmri
502,50,0,50,-500,3.0,23,1,140,fmri
503,50,0,50,-450,3.0,24,1,140,fmri
504,50,-250,-200,-650,4.0,25,1,140,fmri
505,100,0,100,-550,1.0,26,1,140,fmri
506,100,0,100,-450,2.0,27,1,140,fmri
507,50,0,50,-400,3.0,28,1,140,fmri
508,50,0,50,-350,4.0,29,1,140,fmri
509,100,0,100,-250,2.0,30,1,140,fmri
510,100,0,100,-150,2.0,31,1,140,fmri
511,100,0,100,-50,2.0,32,1,140,fmri
512,100,0,100,50,2.0,33,1,140,fmri
513,100,0,100,150,1.0,34,1,140,fmri
514,100,-250,-150,0,1.0,35,1,140,fmri
515,50,0,50,50,4.0,36,1,140,fmri
516,50,0,50,100,4.0,37,1,140,fmri
517,50,0,50,150,4.0,38,1,140,fmri
518,50,0,50,200,4.0,39,1,140,fmri
519,50,0,50,250,4.0,40,1,140,fmri
520,100,0,100,100,1.0,1,2,140,fmri
521,50,0,50,150,3.0,2,2,140,fmri
522,50,0,50,200,4.0,3,2,140,fmri
523,100,0,100,300,2.0,4,2,140,fmri
524,100,0,100,400,1.0,5,2,140,fmri
525,100,0,100,500,1.0,6,2,140,fmri
526,100,-250,-150,350,1.0,7,2,140,fmri
527,100,0,100,450,1.0,8,2,140,fmri
528,100,-250,-150,300,1.0,9,2,140,fmri
529,100,-1250,-1150,-850,2.0,10,2,140,fmri
530,50,-50,0,-850,3.0,11,2,140,fmri
531,50,-250,-200,-1050,4.0,12,2,140,fmri
532,100,-250,-150,-1200,1.0,13,2,140,fmri
533,100,0,100,-1100,2.0,14,2,140,fmri
534,100,0,100,-1000,2.0,15,2,140,fmri
535,50,-50,0,-1000,3.0,16,2,140,fmri
536,50,0,50,-950,4.0,17,2,140,fmri
537,100,-250,-150,-1100,1.0,18,2,140,fmri
538,100,0,100,-1000,2.0,19,2,140,fmri
539,100,0,100,-900,2.0,20,2,140,fmri
540,100,0,100,-800,2.0,21,2,140,fmri
541,100,0,100,-700,2.0,22,2,140,fmri
542,100,0,100,-600,2.0,23,2,140,fmri
543,100,0,100,-500,2.0,24,2,140,fmri
544,100,-1250,-1150,-1650,2.0,25,2,140,fmri
545,100,0,100,-1550,2.0,26,2,140,fmri
546,100,0,100,-1450,2.0,27,2,140,fmri
547,100,0,100,-1350,2.0,28,2,140,fmri
548,100,0,100,-1250,2.0,29,2,140,fmri
549,100,0,100,-1150,2.0,30,2,140,fmri
550,50,0,50,-1100,4.0,31,2,140,fmri
551,100,0,100,-1000,1.0,32,2,140,fmri
552,100,-250,-150,-1150,1.0,33,2,140,fmri
553,100,0,100,-1050,1.0,34,2,140,fmri
554,100,-250,-150,-1200,1.0,35,2,140,fmri
555,50,0,50,-1150,3.0,36,2,140,fmri
556,50,0,50,-1100,3.0,37,2,140,fmri
557,100,0,100,-1000,2.0,38,2,140,fmri
558,100,-250,-150,-1150,1.0,39,2,140,fmri
559,100,0,100,-1050,2.0,40,2,140,fmri
560,100,0,100,100,2.0,1,3,140,fmri
