loss,exp_type,ID,frames_before_decks,t_moves,rt_select,total,t_select,onset_win,deck_select,win,condition,session,onset_decks,offset_decks,n_moves,dur_decks,dur_win,frames_after_decks,no,init_mark,offset_win,dur_measured_decks
0,"['fMRI', 'EEG', 'MEG']",,48,[],0.4996505999988585,300,39.4105344999989,40.01003579999997,3,50,iowa_exp,4,38.910883900000044,,0,600,240,72,11,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,[],0.4490652999993472,350,42.90304189999915,43.503081899998506,3,50,iowa_exp,4,42.453976599999805,,0,600,240,72,12,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,[46.47111119999863],0.7665054999997665,400,46.73016169999937,47.329611099999966,3,50,iowa_exp,4,45.963656199999605,,1,600,240,72,13,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[50.17305149999993, 50.40604369999892]",0.8575414000006276,400,50.62270779999926,51.222736099998656,3,50,iowa_exp,4,49.765166399998634,,2,600,240,72,14,0,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[54.08318439999857],0.6999493000002985,400,54.34998429999905,54.95750339999904,3,50,iowa_exp,4,53.65003499999875,,1,600,240,72,15,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[],0.49991380000028585,400,57.868081799999345,58.47554010000022,3,50,iowa_exp,4,57.36816799999906,,0,600,240,72,16,2,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[],0.424060899998949,400,61.3269638999991,61.92692669999997,3,50,iowa_exp,4,60.90290300000015,,0,600,240,72,17,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,[64.76151089999985],0.6074869000003673,450,64.98673819999931,65.58666679999988,3,50,iowa_exp,4,64.37925129999894,,1,600,240,72,18,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[68.46298639999986, 68.6631698000001, 68.85490339999888]",1.0410045999997237,450,69.03822149999905,69.63825600000018,3,50,iowa_exp,4,67.99721689999933,,3,600,240,72,19,3,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[72.4145840000001, 72.6153618999997]",0.7491372000004048,450,72.81463919999987,73.41472909999902,3,50,iowa_exp,4,72.06550199999947,,2,600,240,72,20,0,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[76.14941399999952, 76.34978609999962]",0.6659558000010293,500,76.53286680000019,77.13286960000005,3,50,iowa_exp,4,75.86691099999916,,2,600,240,72,21,0,,
0,"['fMRI', 'EEG', 'MEG']",,48,[79.93416809999871],0.6408821000004536,550,80.18429699999979,80.78423659999862,3,50,iowa_exp,4,79.54341489999933,,1,600,240,72,22,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[83.5190165999993, 83.71899389999999]",0.7246366999988822,550,83.93616209999891,84.53571829999964,3,50,iowa_exp,4,83.21152540000003,,2,600,240,72,23,0,,
0,"['fMRI', 'EEG', 'MEG']",,48,[87.25401969999984],0.5824523999999656,600,87.58712839999862,88.18712939999932,3,50,iowa_exp,4,87.00467599999865,,1,600,240,72,24,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[90.95514240000011, 91.2719047999999, 91.47282369999994]",1.0914627999991353,600,91.72259259999919,92.32207329999983,3,50,iowa_exp,4,90.63112980000005,,3,600,240,72,25,3,,
0,"['fMRI', 'EEG', 'MEG']",,48,[95.12343519999922],0.5908476000004157,650,95.3818682000001,95.98184279999987,3,50,iowa_exp,4,94.79102059999968,,1,600,240,72,26,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[98.77564899999925, 98.98326799999995]",0.7742233999997552,650,99.19997819999844,99.79998349999914,3,50,iowa_exp,4,98.42575479999869,,2,600,240,72,27,0,,
0,"['fMRI', 'EEG', 'MEG']",,48,[102.54410349999853],0.5325580999997328,700,102.80142039999919,103.40139129999989,3,50,iowa_exp,4,102.26886229999945,,1,600,240,72,28,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[106.32779389999996, 106.56122009999854, 107.08645069999875]",1.4248508999990008,700,107.33694019999893,107.93648669999857,3,50,iowa_exp,4,105.91208929999993,,3,600,240,72,29,3,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[110.6960567999995, 110.90498949999892]",0.6825284000005922,700,111.08788239999922,111.68795799999862,3,50,iowa_exp,4,110.40535399999862,,2,600,240,72,30,0,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[114.45598419999988, 114.6810147999986]",0.7248521999990771,750,114.86501039999894,115.46442599999864,3,50,iowa_exp,4,114.14015819999986,,2,600,240,72,31,0,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[],0.48255559999961406,750,118.34913849999975,118.94911359999969,3,50,iowa_exp,4,117.86658290000014,,0,600,240,72,32,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[121.73380539999926, 121.94214459999966, 122.15126309999869]",0.9325663999989047,800,122.30893729999843,122.90895869999986,3,50,iowa_exp,4,121.37637089999953,,3,600,240,72,33,3,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[125.66037109999888],0.582489299998997,800,125.91041359999872,126.51037739999992,3,50,iowa_exp,4,125.32792429999972,,1,600,240,72,34,1,,
0,"['fMRI', 'EEG', 'MEG']",,48,[129.35340879999967],0.632578900000226,850,129.6035007999999,130.20349779999924,3,50,iowa_exp,4,128.97092189999967,,1,600,240,72,35,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[132.9214135000002, 133.16323959999863, 133.35496689999854]",0.9491892999994889,850,133.5716459999985,134.17170869999973,3,50,iowa_exp,4,132.62245669999902,,3,600,240,72,36,3,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[137.13141069999983, 137.3648104999993, 137.55654439999853]",1.1085612999995647,900,137.74919819999923,138.3566265999998,3,50,iowa_exp,4,136.64063689999966,,3,600,240,72,37,3,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[141.09955909999917, 141.4414667000001]",0.8751136000009865,950,141.6756863999999,142.28319949999968,3,50,iowa_exp,4,140.80057279999892,,2,600,240,72,38,0,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[],0.49925079999957234,950,145.2346480999986,145.8345862999995,3,50,iowa_exp,4,144.73539729999902,,0,600,240,72,39,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,[148.56918669999868],0.5907075999984954,1000,148.82760999999846,149.42762539999967,3,50,iowa_exp,4,148.23690239999996,,1,600,240,72,40,1,,
