loss,exp_type,ID,frames_before_decks,t_moves,rt_select,total,t_select,onset_win,deck_select,win,condition,session,onset_decks,offset_decks,n_moves,dur_decks,dur_win,frames_after_decks,no,init_mark,offset_win,dur_measured_decks
-50,"['fMRI', 'EEG', 'MEG']",,48,"[110.04367649999949, 110.26877219999915, 110.46889899999951]",0.965964900000472,700,110.6689282999996,111.26899310000044,3,50,iowa_exp,3,109.70296339999913,,3,600,240,72,29,3,,
-50,"['fMRI', 'EEG', 'MEG']",,48,"[114.14593819999936, 114.34574959999918, 114.91241699999955]",1.499432299999171,700,115.1790302999998,115.77907199999936,3,50,iowa_exp,3,113.67959800000062,,3,600,240,72,30,3,,
0,"['fMRI', 'EEG', 'MEG']",,48,[],0.4826593000016146,750,118.6806073000007,119.2804156000002,3,50,iowa_exp,3,118.19794799999909,,0,600,240,72,31,2,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[],0.4741030999994109,750,122.19015059999947,122.79011179999907,3,50,iowa_exp,3,121.71604750000006,,0,600,240,72,32,2,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[125.59976749999987, 125.81662340000003]",0.7742943000012019,800,125.99165270000049,126.59158749999915,3,50,iowa_exp,3,125.21735839999928,,2,600,240,72,33,0,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[129.34313649999967, 129.53509209999902]",0.7075110999994649,850,129.73469529999966,130.33474430000024,3,50,iowa_exp,3,129.0271842000002,,2,600,240,72,34,0,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[133.0693926999993, 133.2776973]",0.7158831999986432,900,133.47780149999926,134.0778532000004,3,50,iowa_exp,3,132.76191830000062,,2,600,240,72,35,0,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[136.7624651999995],0.540855900000679,900,137.04592910000065,137.6459128000006,3,50,iowa_exp,3,136.50507319999997,,1,600,240,72,36,1,,
0,"['fMRI', 'EEG', 'MEG']",,48,[],0.4992091000003711,950,140.63064420000046,141.2306324000001,3,50,iowa_exp,3,140.1314351000001,,0,600,240,72,37,2,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[144.04900889999954],0.7157791000008729,950,144.34868730000017,144.9487466999999,3,50,iowa_exp,3,143.6329081999993,,1,600,240,72,38,1,,
-50,"['fMRI', 'EEG', 'MEG']",,48,[147.85094489999938],0.7822309999992285,950,148.15854109999964,148.75858069999958,3,50,iowa_exp,3,147.3763101000004,,1,600,240,72,39,1,,
0,"['fMRI', 'EEG', 'MEG']",,48,"[151.65986759999942, 151.86837390000073, 152.0767608999995]",1.1077889000007417,1000,152.26855070000056,152.86852030000045,3,50,iowa_exp,3,151.16076179999982,,3,600,240,72,40,3,,
