no,offset_win,total,dur_decks,session,win,onset_decks,deck_select,dur_win,t_moves,frames_before_decks,exp_type,condition,n_moves,rt_select,frames_after_decks,dur_measured_decks,loss,init_mark,ID,t_select,offset_decks,onset_win
17,,800,600,2,100,76.17322140000033,2,240,"[76.4222121999992, 76.67241049999939]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,1.0326824000003398,72,,0,3,,77.20590380000067,,77.80592210000032
18,,650,600,2,100,80.2415508999984,1,240,"[80.65730220000114, 80.86574299999847]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,0.8742727000026207,72,,-250,2,,81.11582360000102,,81.71577310000066
19,,700,600,2,50,84.2346718000008,4,240,[84.77555819999907],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,0.7993268999998691,72,,0,2,,85.03399870000067,,85.6340042999982
20,,-450,600,2,100,88.08623670000088,2,240,"[89.18562509999902, 89.49451709999994, 89.71117909999884]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.8829791999996814,72,,-1250,2,,89.96921590000056,,90.56922940000004
21,,-400,600,2,50,93.3132114,3,240,"[94.40423259999807, 94.70445269999982, 94.9136940999997]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.858075000000099,72,,0,3,,95.1712864000001,,95.7712829000011
22,,-350,600,2,50,98.22354970000015,4,240,"[98.63091400000121, 98.89768439999898]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,0.940900599998713,72,,0,1,,99.16445029999886,,99.76450090000071
23,,-250,600,2,100,102.24173330000121,1,240,"[102.64086490000045, 102.8328345000009]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,0.8992619999989984,72,,0,2,,103.14099530000021,,103.74103370000012
24,,-150,600,2,100,106.17659460000141,2,240,"[106.70957189999899, 107.4343403999992]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,1.5245553999993717,72,,0,3,,107.70115000000078,,108.30115870000009
25,,-50,600,2,100,110.76173759999801,1,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,1.5169707000022754,72,,0,0,,112.27870830000029,,112.88627089999864
26,,0,600,2,50,115.33852810000099,4,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,0.7004309000003559,72,,0,3,,116.03895900000134,,116.64607429999887
27,,100,600,2,100,119.07334009999977,2,240,[120.73953540000002],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.90802800000165,72,,0,0,,120.98136810000142,,121.58133549999911
28,,200,600,2,100,124.05037280000033,1,240,[124.74950829999943],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.566252099997655,72,,0,3,,125.61662489999799,,126.21646089999922
29,,250,600,2,50,128.68597890000092,4,240,[130.44525950000025],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,2.817774699997244,72,,0,2,,131.50375359999816,,132.11037690000012
30,,350,600,2,100,134.54605989999982,2,240,"[135.05347619999884, 135.42879639999956, 135.67039379999915]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.3494834000011906,72,,0,2,,135.895543300001,,136.4954738000015
31,,200,600,2,100,138.9144207999998,1,240,[139.41356539999833],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.3662395999999717,72,,-250,3,,140.28066039999976,,140.8804913999993
32,,250,600,2,50,143.34957360000044,4,240,"[143.82357129999946, 145.44121670000095]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,2.7414834999981395,72,,0,1,,146.09105709999858,,146.69112740000128
33,,350,600,2,100,149.1517434999987,2,240,"[149.59244630000103, 149.82680320000145, 150.34281220000048]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.5258726000029128,72,,0,2,,150.67761610000161,,151.2762776999989
34,,400,600,2,50,153.72015689999898,4,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,1.6245312999999442,72,,0,3,,155.34468819999893,,155.94473049999942
35,,500,600,2,100,158.38866380000036,2,240,"[158.77939010000046, 159.0294514999987, 159.42134349999833]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,3,1.517019099999743,72,,0,2,,159.9056829000001,,160.5131911999997
36,,550,600,2,50,162.96542380000028,4,240,"[163.73189060000004, 165.35703139999896, 165.5487327999981, 165.73216070000126]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,4,3.0251619999980903,72,,0,3,,165.99058579999837,,166.59055950000038
37,,650,600,2,100,169.03444260000106,2,240,[],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,0,0.7159725999990769,72,,0,1,,169.75041520000013,,170.35035699999935
38,,700,600,2,50,172.81927189999988,4,240,"[173.36006220000127, 173.69436810000116]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,1.282731799998146,72,,0,1,,174.10200369999802,,174.7020392000013
39,,800,600,2,100,177.14595289999852,2,240,"[177.6620030999984, 178.07151199999862]",48,"['fMRI', 'EEG', 'MEG']",iowa_exp,2,1.1576491000014357,72,,0,3,,178.30360199999996,,178.90368099999978
40,,850,600,2,50,181.36430259999906,4,240,[182.27191889999813],48,"['fMRI', 'EEG', 'MEG']",iowa_exp,1,1.174409300001571,72,,0,2,,182.53871190000064,,183.13866899999994
