onset_decks,condition,t_select,frames_before_decks,dur_win,ID,deck_select,total,t_moves,dur_decks,onset_win,win,exp_type,rt_select,dur_measured_decks,init_mark,frames_after_decks,no,offset_decks,n_moves,offset_win,loss,session
82.50084939999215,iowa_exp,83.18336519999139,48,240,,4,500,[],600,83.78333849999763,50,"['fMRI', 'EEG', 'MEG']",0.6825157999992371,,3,72,20,,0,,0,4
86.27734329999657,iowa_exp,87.04319490000489,48,240,,4,550,[],600,87.64317719999235,50,"['fMRI', 'EEG', 'MEG']",0.7658516000083182,,3,72,21,,0,,0,4
90.12885259999894,iowa_exp,91.05314619999263,48,240,,4,600,[90.64466380000522],600,91.65310509999108,50,"['fMRI', 'EEG', 'MEG']",0.924293599993689,,2,72,22,,1,,0,4
94.09717660000024,iowa_exp,95.56322019999789,48,240,,4,400,"[94.4719555999909, 94.86310550000053, 95.23804329999257]",600,96.16319769999245,50,"['fMRI', 'EEG', 'MEG']",1.466043599997647,,0,72,23,,3,,-250,4
98.69063399999868,iowa_exp,99.59056569999666,48,240,,4,450,"[99.01457169999776, 99.3813405999972]",600,100.18977889999223,50,"['fMRI', 'EEG', 'MEG']",0.8999316999979783,,1,72,24,,2,,0,4
102.67541660000279,iowa_exp,103.28290639999614,48,240,,4,500,[],600,103.88286159999552,50,"['fMRI', 'EEG', 'MEG']",0.6074897999933455,,3,72,25,,0,,0,4
106.36009239999112,iowa_exp,107.81839529999706,48,240,,4,550,"[106.78489819999959, 107.1260101999942, 107.50129679999372]",600,108.41793979999784,50,"['fMRI', 'EEG', 'MEG']",1.4583029000059469,,0,72,26,,3,,0,4
110.89531809999608,iowa_exp,112.96994209999684,48,240,,4,600,"[111.61113979999209, 111.9620666999981, 112.34467679999943]",600,113.57004649999726,50,"['fMRI', 'EEG', 'MEG']",2.0746240000007674,,0,72,27,,3,,0,4
116.02216939999198,iowa_exp,116.63801709999098,48,240,,4,400,[],600,117.23807130000205,50,"['fMRI', 'EEG', 'MEG']",0.6158476999989944,,3,72,28,,0,,-250,4
119.74869439999748,iowa_exp,120.38954340000055,48,240,,4,450,[],600,120.98952730000019,50,"['fMRI', 'EEG', 'MEG']",0.6408490000030724,,3,72,29,,0,,0,4
123.44184489999316,iowa_exp,123.85801949999586,48,240,,4,500,[],600,124.45755229999486,50,"['fMRI', 'EEG', 'MEG']",0.4161746000027051,,3,72,30,,0,,0,4
126.90147100000468,iowa_exp,127.90144050000526,48,240,,4,550,[127.50891279999632],600,128.50078879999637,50,"['fMRI', 'EEG', 'MEG']",0.9999695000005886,,2,72,31,,1,,0,4
130.96139749999566,iowa_exp,132.8277201000019,48,240,,4,600,"[131.63559789999272, 132.14433129999088, 132.51987089999602]",600,133.42769840000255,50,"['fMRI', 'EEG', 'MEG']",1.8663226000062423,,0,72,32,,3,,0,4
135.8966619999992,iowa_exp,137.5060897999938,48,240,,4,650,"[136.40415249999205, 136.94689659999858]",600,138.10453820000112,50,"['fMRI', 'EEG', 'MEG']",1.6094277999945916,,1,72,33,,2,,0,4
140.60685569999623,iowa_exp,141.3156358999986,48,240,,4,700,[],600,141.91429279999284,50,"['fMRI', 'EEG', 'MEG']",0.7087802000023657,,3,72,34,,0,,0,4
144.3916118999914,iowa_exp,145.49098469999444,48,240,,4,750,[145.09918989999278],600,146.09096119999595,50,"['fMRI', 'EEG', 'MEG']",1.0993728000030387,,2,72,35,,1,,0,4
148.6099530999927,iowa_exp,149.36880919999385,48,240,,4,550,[],600,149.97591280000051,50,"['fMRI', 'EEG', 'MEG']",0.7588561000011396,,3,72,36,,0,,-250,4
152.52818169999227,iowa_exp,153.402445300002,48,240,,4,600,[],600,154.00242390000494,50,"['fMRI', 'EEG', 'MEG']",0.8742636000097264,,3,72,37,,0,,0,4
156.48799229999713,iowa_exp,157.92913629999384,48,240,,4,650,"[156.97877259999223, 157.32886500000313, 157.67076619999716]",600,158.52916350000305,50,"['fMRI', 'EEG', 'MEG']",1.4411439999967115,,0,72,38,,3,,0,4
161.01485479999974,iowa_exp,161.70712209999328,48,240,,4,700,[],600,162.30561229999876,50,"['fMRI', 'EEG', 'MEG']",0.6922672999935457,,3,72,39,,0,,0,4
164.87462259999302,iowa_exp,166.12402920000022,48,240,,4,750,"[165.44097929999407, 165.88230759999715]",600,166.72404570000072,50,"['fMRI', 'EEG', 'MEG']",1.2494066000072053,,1,72,40,,2,,0,4
