offset_win,win,ID,exp_type,loss,offset_decks,init_mark,no,n_moves,deck_select,condition,frames_before_decks,rt_select,dur_win,dur_measured_decks,session,t_select,onset_win,dur_decks,frames_after_decks,total,t_moves,onset_decks
,50,,"['fMRI', 'EEG', 'MEG']",0,,3,23,0,4,iowa_exp,72,0.6075713999998698,240,,3,89.00744150000173,89.4073352000014,600,48,0,[],88.39987010000186
,50,,"['fMRI', 'EEG', 'MEG']",0,,3,24,0,4,iowa_exp,72,0.632578900000226,240,,3,92.64225090000036,93.04207880000104,600,48,50,[],92.00967200000014
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,25,1,4,iowa_exp,72,0.6992451999976765,240,,3,96.35196670000005,96.75189150000006,600,48,100,[96.10181000000011],95.65272150000237
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,26,1,4,iowa_exp,72,0.5913500999995449,240,,3,99.9538386000022,100.35325930000181,600,48,150,[99.74485990000176],99.36248850000266
,50,,"['fMRI', 'EEG', 'MEG']",-250,,3,27,0,4,iowa_exp,72,0.5575179000006756,240,,3,103.52136860000246,103.9213122000001,600,48,-50,[],102.96385070000179
,50,,"['fMRI', 'EEG', 'MEG']",0,,0,28,3,4,iowa_exp,72,1.1576578999993217,240,,3,107.70630750000055,108.10626960000081,600,48,0,"[107.03107340000133, 107.25646640000195, 107.48961160000181]",106.54864960000123
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,29,2,4,iowa_exp,72,1.124353000002884,240,,3,111.8663211000021,112.26623100000143,600,48,50,"[111.19109509999907, 111.64131909999924]",110.74196809999921
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,30,2,4,iowa_exp,72,1.0994903999999224,240,,3,115.97654510000211,116.37613319999946,600,48,100,"[115.49355260000084, 115.75160279999909]",114.87705470000219
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,31,1,4,iowa_exp,72,0.6906316999993578,240,,3,119.66926919999969,120.06927780000115,600,48,150,[119.38594770000054],118.97863750000033
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,32,1,4,iowa_exp,72,0.6334910000005038,240,,3,123.3216766000005,123.7290361000014,600,48,200,[123.08723660000032],122.6881856
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,33,1,4,iowa_exp,72,0.5658196000003954,240,,3,126.93879310000193,127.33873020000101,600,48,250,[126.73871970000255],126.37297350000154
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,34,1,4,iowa_exp,72,0.8825465999980224,240,,3,130.84028939999916,131.24026500000036,600,48,300,[130.5670702000025],129.95774280000114
,50,,"['fMRI', 'EEG', 'MEG']",0,,3,35,4,4,iowa_exp,72,1.5495472999973572,240,,3,135.40050189999965,135.80039490000127,600,48,350,"[134.18340890000036, 134.483468800001, 134.65856659999918, 135.15937190000113]",133.8509546000023
,50,,"['fMRI', 'EEG', 'MEG']",0,,3,36,0,4,iowa_exp,72,0.507532399999036,240,,3,138.95187520000036,139.35177190000104,600,48,400,[],138.44434280000132
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,37,2,4,iowa_exp,72,0.9075601000004099,240,,3,142.88664380000046,143.28664800000115,600,48,450,"[142.44485350000105, 142.6782650999994]",141.97908370000005
,50,,"['fMRI', 'EEG', 'MEG']",-250,,3,38,0,4,iowa_exp,72,0.4908011000006809,240,,3,146.39645949999976,146.7962961000012,600,48,250,[],145.90565839999908
,50,,"['fMRI', 'EEG', 'MEG']",0,,0,39,3,4,iowa_exp,72,1.0828187000006437,240,,3,150.55641280000054,150.9562674000008,600,48,300,"[149.88949090000096, 150.12281090000033, 150.34890749999977]",149.4735940999999
,50,,"['fMRI', 'EEG', 'MEG']",0,,0,40,3,4,iowa_exp,72,1.3246705999990809,240,,3,154.90821309999956,155.30797660000098,600,48,350,"[153.99942450000162, 154.4162466000016, 154.66630870000154]",153.58354250000048
