offset_win,win,ID,exp_type,loss,offset_decks,init_mark,no,n_moves,deck_select,condition,frames_before_decks,rt_select,dur_win,dur_measured_decks,session,t_select,onset_win,dur_decks,frames_after_decks,total,t_moves,onset_decks
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,11,2,4,iowa_exp,48,0.8000565000002098,240,,2,41.20156240000142,41.80903369999942,600,72,-350,"[40.79412539999976, 40.992281300001196]",40.40150590000121
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,12,2,4,iowa_exp,48,0.799280600000202,240,,2,45.02726110000003,45.62723389999883,600,72,-300,"[44.58535280000069, 44.82725719999871]",44.22798049999983
,50,,"['fMRI', 'EEG', 'MEG']",0,,3,13,0,4,iowa_exp,48,0.6575107999997272,240,,2,48.70369389999905,49.303632999999536,600,72,-250,[],48.046183099999325
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,14,1,4,iowa_exp,48,0.615968400001293,240,,2,52.33842160000131,52.93838490000053,600,72,-200,[52.13840060000075],51.72245320000002
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,15,1,4,iowa_exp,48,0.6408993999975792,240,,2,56.023148199998104,56.6231372000002,600,72,-150,[55.81467379999958],55.382248800000525
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,16,2,4,iowa_exp,48,0.8835201000001689,240,,2,59.925521900000604,60.53298619999987,600,72,-100,"[59.41612299999906, 59.68333480000001]",59.042001800000435
,50,,"['fMRI', 'EEG', 'MEG']",0,,3,17,0,4,iowa_exp,48,0.6075267999985954,240,,2,63.55103959999906,64.15107010000065,600,72,-50,[],62.94351280000046
,50,,"['fMRI', 'EEG', 'MEG']",0,,0,18,3,4,iowa_exp,48,1.3827738999971189,240,,2,67.9444384999988,68.54444099999819,600,72,0,"[67.20248279999942, 67.46085500000117, 67.70270059999893]",66.56166460000168
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,19,1,4,iowa_exp,48,0.9075363000010839,240,,2,71.86257040000055,72.46264270000029,600,72,50,[71.60425820000091],70.95503409999947
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,20,2,4,iowa_exp,48,0.7659165000004577,240,,2,75.63081740000052,76.23080029999983,600,72,100,"[75.19096129999889, 75.43063600000096]",74.86490090000007
,50,,"['fMRI', 'EEG', 'MEG']",-250,,2,21,1,4,iowa_exp,48,0.8335365000020829,240,,2,79.48331550000148,80.08225870000024,600,72,-100,[79.2571480000006],78.6497789999994
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,22,1,4,iowa_exp,48,0.6074344999979076,240,,2,83.10864149999907,83.70870229999855,600,72,-50,[82.92528849999871],82.50120700000116
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,23,2,4,iowa_exp,48,0.8327246000008017,240,,2,86.95188340000095,87.5518153999983,600,72,0,"[86.54325239999889, 86.75182149999819]",86.11915880000015
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,24,2,4,iowa_exp,48,1.7497248999970907,240,,2,91.72040999999808,92.32037090000085,600,72,50,"[90.34480560000156, 91.39527559999988]",89.97068510000099
,50,,"['fMRI', 'EEG', 'MEG']",0,,3,25,0,4,iowa_exp,48,0.6325696999992942,240,,2,95.38848629999848,95.98847400000159,600,72,100,[],94.75591659999918
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,26,1,4,iowa_exp,48,0.6658786999978474,240,,2,99.05664959999922,99.65654559999894,600,72,150,[98.8647908999992],98.39077090000137
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,27,2,4,iowa_exp,48,0.900052200002392,240,,2,102.95885320000161,103.56640550000157,600,72,200,"[102.44956180000008, 102.7079862999999]",102.05880099999922
,50,,"['fMRI', 'EEG', 'MEG']",0,,3,28,0,4,iowa_exp,48,0.541273299997556,240,,2,106.52657619999809,107.12609130000055,600,72,250,[],105.98530290000053
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,29,1,4,iowa_exp,48,0.7574769000020751,240,,2,110.28594240000166,110.88589140000113,600,72,300,[110.03577740000037],109.52846549999958
,50,,"['fMRI', 'EEG', 'MEG']",-250,,1,30,2,4,iowa_exp,48,1.0261535000026925,240,,2,114.33930020000116,114.94582680000167,600,72,100,"[113.74565299999813, 113.97952069999883]",113.31314669999847
,50,,"['fMRI', 'EEG', 'MEG']",0,,0,31,3,4,iowa_exp,48,1.2503006999977515,240,,2,118.67337639999823,119.28085030000148,600,72,150,"[117.90662840000005, 118.15640239999993, 118.40568989999883]",117.42307570000048
,50,,"['fMRI', 'EEG', 'MEG']",0,,0,32,3,4,iowa_exp,48,1.1578683999978239,240,,2,122.84096439999848,123.44079179999972,600,72,200,"[122.09153430000151, 122.31555709999884, 122.59894979999808]",121.68309600000066
,50,,"['fMRI', 'EEG', 'MEG']",0,,0,33,3,4,iowa_exp,48,1.1160276000009617,240,,2,126.97573059999922,127.57567520000157,600,72,250,"[126.28386110000065, 126.51729500000147, 126.7515710000007]",125.85970299999826
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,34,2,4,iowa_exp,48,0.8245122000007541,240,,2,130.81085990000065,131.41059029999815,600,72,300,"[130.3604516000014, 130.60218560000067]",129.9863476999999
,50,,"['fMRI', 'EEG', 'MEG']",-250,,1,35,2,4,iowa_exp,48,0.8325170999996772,240,,2,134.6703376000005,135.2704249999988,600,72,100,"[134.1960059999983, 134.42868879999878]",133.83782050000082
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,36,1,4,iowa_exp,48,0.6824944999971194,240,,2,138.38021269999808,138.98019940000086,600,72,150,[138.15509029999885],137.69771820000096
,50,,"['fMRI', 'EEG', 'MEG']",0,,2,37,1,4,iowa_exp,48,0.6575403999995615,240,,2,142.06500389999928,142.66494180000154,600,72,200,[141.83993660000124],141.40746349999972
,50,,"['fMRI', 'EEG', 'MEG']",0,,0,38,2,3,iowa_exp,48,0.8407822999979544,240,,2,145.92469659999915,146.5247750999988,600,72,250,"[145.4496911999995, 145.69133389999843]",145.0839143000012
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,39,2,4,iowa_exp,48,0.7742394999986573,240,,2,149.71787839999888,150.31792679999853,600,72,300,"[149.2676947, 149.51778560000093]",148.94363890000022
,50,,"['fMRI', 'EEG', 'MEG']",0,,1,40,2,4,iowa_exp,48,0.7585003999993205,240,,2,153.4953103000007,154.09440360000008,600,72,350,"[153.05248930000016, 153.29429199999868]",152.7368099000014
