offset_win,session,onset_decks,frames_before_decks,win,condition,offset_decks,init_mark,n_moves,t_select,deck_select,rt_select,t_moves,dur_win,dur_decks,onset_win,ID,total,frames_after_decks,exp_type,loss,dur_measured_decks,no
,1,241.0198671000544,330,100,iowa_exp,,1,3,242.60191300010774,1,1.5820459000533447,"[241.7187156000873, 241.968597900006, 242.23528610006906]",120,300,248.51867060002405,,-550,150,"['fMRI', 'EEG', 'MEG']",0,,17
,1,256.020666000084,330,100,iowa_exp,,2,2,257.28602360002697,1,1.265357599942945,"[256.65258300001733, 256.8860453000525]",120,300,263.5193587000249,,-700,150,"['fMRI', 'EEG', 'MEG']",-250,,18
,1,271.02128320001066,330,100,iowa_exp,,3,2,272.7865883000195,2,1.7653051000088453,"[271.5369775000727, 271.9035370000638]",120,300,278.5201035999926,,-600,150,"['fMRI', 'EEG', 'MEG']",0,,19
,1,286.0218510000268,330,50,iowa_exp,,2,0,287.1039757000981,3,1.0821247000712901,[],120,300,293.5207718000747,,-550,150,"['fMRI', 'EEG', 'MEG']",0,,20
,1,301.02256190008484,330,50,iowa_exp,,2,0,301.6882356000133,3,0.6656736999284476,[],120,300,308.5215752000222,,-550,150,"['fMRI', 'EEG', 'MEG']",-50,,21
,1,316.0232995999977,330,50,iowa_exp,,0,2,317.1722118000034,3,1.148912200005725,"[316.65553810005076, 316.9055957000237]",120,300,323.5222083000699,,-550,150,"['fMRI', 'EEG', 'MEG']",-50,,22
,1,331.0239806000609,330,50,iowa_exp,,2,0,331.7061829000013,3,0.6822022999403998,[],120,300,338.5229617001023,,-500,150,"['fMRI', 'EEG', 'MEG']",0,,23
,1,346.0246823000489,330,50,iowa_exp,,1,1,347.0236393000232,3,0.9989569999743253,[346.70688010007143],120,300,353.5236577000469,,-450,150,"['fMRI', 'EEG', 'MEG']",0,,24
,1,361.02538850007113,330,50,iowa_exp,,1,2,362.92429840005934,4,1.8989098999882117,"[361.64086110005155, 361.97538700001314]",120,300,368.5410257000476,,-650,150,"['fMRI', 'EEG', 'MEG']",-250,,25
,1,376.0427982000401,330,100,iowa_exp,,3,1,376.99170900008176,1,0.9489108000416309,[376.5750204999931],120,300,383.54167890001554,,-550,150,"['fMRI', 'EEG', 'MEG']",0,,26
,1,391.04351560003124,330,100,iowa_exp,,0,1,391.7257574000396,2,0.6822418000083417,[391.47557480004616],120,300,398.54241190000903,,-450,150,"['fMRI', 'EEG', 'MEG']",0,,27
,1,406.0441920000594,330,50,iowa_exp,,3,3,408.809885900002,3,2.765693899942562,"[407.909778600093, 408.2266543000005, 408.4098833000753]",120,300,413.5430935000768,,-400,150,"['fMRI', 'EEG', 'MEG']",0,,28
,1,421.04491709999274,330,50,iowa_exp,,1,2,422.49379249999765,4,1.4488754000049084,"[421.8603786000749, 422.16042010008823]",120,300,428.5438604000956,,-350,150,"['fMRI', 'EEG', 'MEG']",0,,29
,1,436.04561390005983,330,100,iowa_exp,,2,3,437.56118220009375,2,1.5155683000339195,"[436.6278364000609, 436.944477400044, 437.2454382000724]",120,300,443.54461930005345,,-250,150,"['fMRI', 'EEG', 'MEG']",0,,30
,1,451.0463912000414,330,100,iowa_exp,,0,1,451.9284806000069,2,0.88208939996548,[451.62853540002834],120,300,458.545294700074,,-150,150,"['fMRI', 'EEG', 'MEG']",0,,31
,1,466.0470559000969,330,100,iowa_exp,,1,0,466.62934340001084,2,0.5822874999139458,[],120,300,473.54596340004355,,-50,150,"['fMRI', 'EEG', 'MEG']",0,,32
,1,481.04779050010256,330,100,iowa_exp,,3,2,482.4642934000585,2,1.4165028999559581,"[481.79666190000717, 482.1466256000567]",120,300,488.54671160003636,,50,150,"['fMRI', 'EEG', 'MEG']",0,,33
,1,496.04848990007304,330,100,iowa_exp,,1,3,497.61396109999623,1,1.565471199923195,"[496.76396750006825, 497.03075160004664, 497.31399300007615]",120,300,503.54745730001014,,150,150,"['fMRI', 'EEG', 'MEG']",0,,34
,1,511.0491917000618,330,100,iowa_exp,,2,2,512.6147448000265,1,1.5655530999647453,"[511.9482022000011, 512.2813324000454]",120,300,518.5480851000175,,0,150,"['fMRI', 'EEG', 'MEG']",-250,,35
,1,526.0499087000499,330,50,iowa_exp,,0,3,527.7988635000074,4,1.7489547999575734,"[526.6987851000158, 527.0654132000636, 527.3488095999928]",120,300,533.5488603000995,,50,150,"['fMRI', 'EEG', 'MEG']",0,,36
,1,541.0505873000948,330,50,iowa_exp,,0,3,542.5328697999939,4,1.4822824998991564,"[541.7160980000626, 542.0329119000817, 542.299426700105]",120,300,548.5495430000592,,100,150,"['fMRI', 'EEG', 'MEG']",0,,37
,1,556.0513096000068,330,50,iowa_exp,,2,1,557.0835659001023,4,1.0322563000954688,[556.7334198000608],120,300,563.550245200051,,150,150,"['fMRI', 'EEG', 'MEG']",0,,38
,1,571.0521513000131,330,50,iowa_exp,,0,3,572.6843967000023,4,1.6322453999891877,"[571.7342256000265, 572.0676079000114, 572.3675759000471]",120,300,578.5509454000276,,200,150,"['fMRI', 'EEG', 'MEG']",0,,39
,1,586.0529597999994,330,50,iowa_exp,,3,0,586.8191290000686,4,0.766169200069271,[],120,300,593.5517174000852,,250,150,"['fMRI', 'EEG', 'MEG']",0,,40
