total,frames_before_decks,win,init_mark,frames_after_decks,deck_select,dur_decks,loss,no,session,rt_select,exp_type,dur_win,onset_win,offset_win,condition,offset_decks,t_select,ID,onset_decks,n_moves,t_moves,dur_measured_decks
-550,150,100,0,330,2,300,0,22,1,1.04882769996766,"['fMRI', 'EEG', 'MEG']",120,326.50605379999615,,iowa_exp,,317.0557924999739,,316.00696480000624,1,[316.50590419996297],
-500,150,50,3,330,4,300,0,23,1,1.4656636000145227,"['fMRI', 'EEG', 'MEG']",120,341.50675309996586,,iowa_exp,,332.47325119999005,,331.0075875999755,0,[],
-450,150,50,2,330,4,300,0,24,1,2.6656910000019707,"['fMRI', 'EEG', 'MEG']",120,356.5074632000178,,iowa_exp,,348.6740966999787,,346.0084056999767,1,[347.24064769997494],
-350,150,100,3,330,1,300,0,25,1,1.1155135000008158,"['fMRI', 'EEG', 'MEG']",120,371.524847099965,,iowa_exp,,362.1413408999797,,361.0258273999789,1,[361.62446169997565],
-250,150,100,2,330,2,300,0,26,1,2.2988023000070825,"['fMRI', 'EEG', 'MEG']",120,386.525547199999,,iowa_exp,,378.3253938999842,,376.0265915999771,3,"[377.00861049996456, 377.5254338000086, 377.95880109997233]",
-200,150,50,2,330,3,300,0,27,1,1.882172800018452,"['fMRI', 'EEG', 'MEG']",120,401.5262502999976,,iowa_exp,,392.90961410000455,,391.0274412999861,0,[],
-100,150,100,1,330,1,300,0,28,1,4.282424800039735,"['fMRI', 'EEG', 'MEG']",120,416.5268095000065,,iowa_exp,,410.31029160000617,,406.02786679996643,3,"[409.22690830001375, 409.56034099997487, 409.9444922999828]",
-50,150,50,3,330,3,300,0,29,1,3.332531200023368,"['fMRI', 'EEG', 'MEG']",120,431.5277061999659,,iowa_exp,,424.3609873999958,,421.0284561999724,3,"[423.0442248000181, 423.4775440999656, 423.97750179999275]",
50,150,100,1,330,1,300,0,30,1,2.6656870000297204,"['fMRI', 'EEG', 'MEG']",120,446.5283674999955,,iowa_exp,,438.6950514999917,,436.02936449996196,3,"[436.81243079999695, 437.761492599966, 438.27831739996327]",
150,150,100,2,330,2,300,0,31,1,1.899104499956593,"['fMRI', 'EEG', 'MEG']",120,461.5291178000043,,iowa_exp,,452.92920119996415,,451.03009670000756,3,"[451.7956741999951, 452.1455809000181, 452.54567229998065]",
0,150,100,1,330,1,300,-250,32,1,2.18225860001985,"['fMRI', 'EEG', 'MEG']",120,476.5298334999825,,iowa_exp,,468.2130330000073,,466.0307743999874,3,"[467.0630519000115, 467.3138812999823, 467.8464668999659]",
-200,150,50,0,330,4,300,-250,33,1,2.432416199997533,"['fMRI', 'EEG', 'MEG']",120,491.53053599997656,,iowa_exp,,483.46387669997057,,481.03146049997304,3,"[481.9636957999901, 482.71377819997724, 483.0970334999729]",
-100,150,100,3,330,1,300,0,34,1,1.7490283999941312,"['fMRI', 'EEG', 'MEG']",120,506.5312525999616,,iowa_exp,,497.78120899997884,,496.0321805999847,1,[497.2477755],
-50,150,50,1,330,4,300,0,35,1,2.5156631999998353,"['fMRI', 'EEG', 'MEG']",120,521.5319613000029,,iowa_exp,,513.548567699967,,511.0329044999671,2,"[512.8152215000009, 513.1651271000155]",
50,150,100,1,330,1,300,0,36,1,2.698990600008983,"['fMRI', 'EEG', 'MEG']",120,536.5326640999992,,iowa_exp,,528.7326098000049,,526.0336191999959,3,"[526.9491609999677, 527.8325495999889, 528.3002226999961]",
50,150,50,0,330,3,300,-50,37,1,1.3155453999643214,"['fMRI', 'EEG', 'MEG']",120,551.5334068000084,,iowa_exp,,542.3498450999614,,541.0342996999971,2,"[541.6332029000041, 541.9498662999831]",
100,150,50,1,330,4,300,0,38,1,1.3500851000426337,"['fMRI', 'EEG', 'MEG']",120,566.5341076999903,,iowa_exp,,557.3851617000182,,556.0350765999756,2,"[556.5838498999947, 557.0173018999631]",
200,150,100,0,330,2,300,0,39,1,1.7155048999702558,"['fMRI', 'EEG', 'MEG']",120,581.5348297000164,,iowa_exp,,572.7512807999738,,571.0357759000035,1,[571.8179267999949],
300,150,100,0,330,2,300,0,40,1,2.3656402000342496,"['fMRI', 'EEG', 'MEG']",120,596.535519099969,,iowa_exp,,588.4021085000131,,586.0364682999789,1,[586.7353069999954],
