ID,onset_win,offset_decks,dur_decks,offset_win,win,onset_decks,no,frames_after_decks,dur_win,n_moves,exp_type,total,frames_before_decks,rt_select,loss,deck_select,session,t_select,t_moves,dur_measured_decks,init_mark,condition
0141,296.5040006999625,,300,,50,286.0049148000544,20,330,120,0,fMRI,-600,150,1.0655746000120416,0,3,1,287.07048940006644,"[288.8871531999903, 289.83726379997097]",,2,iowa_exp
0141,311.5046100000618,,300,,100,301.0057625999907,21,330,120,0,fMRI,-500,150,1.432758599985391,0,2,1,302.4385211999761,[],,1,iowa_exp
0141,326.50534669996705,,300,,100,316.0064113000408,22,330,120,1,fMRI,-400,150,1.898801299976185,0,2,1,317.90521260001697,[317.005157000036],,0,iowa_exp
0141,341.50598240003455,,300,,100,331.0069355999585,23,330,120,1,fMRI,-300,150,1.748933200025931,0,2,1,332.75586879998446,[331.7724968000548],,0,iowa_exp
0141,356.5067885000026,,300,,50,346.0076793000335,24,330,120,3,fMRI,-250,150,2.782753299921751,0,4,1,348.79043259995524,"[346.9899029000662, 347.5066219000146, 348.1899306999985]",,0,iowa_exp
0141,371.5241475000512,,300,,100,361.02511469996534,25,330,120,2,fMRI,-150,150,2.3322534000035375,0,2,1,363.3573680999689,"[362.1238885000348, 362.6739362999797]",,3,iowa_exp
0141,386.5248130999971,,300,,50,376.02572709997185,26,330,120,1,fMRI,-100,150,1.632233600015752,0,4,1,377.6579606999876,[376.82464240002446],,2,iowa_exp
0141,401.52551990002394,,300,,50,391.02657680003904,27,330,120,0,fMRI,-50,150,1.0822180999675766,0,4,1,392.1087949000066,[],,3,iowa_exp
0141,416.5262410000432,,300,,100,406.02727189997677,28,330,120,1,fMRI,50,150,1.6820819000713527,0,2,1,407.7093538000481,[407.0262003999669],,0,iowa_exp
0141,431.5269798999652,,300,,50,421.02796740003396,29,330,120,1,fMRI,100,150,1.3821635999483988,0,4,1,422.41013099998236,[421.81005520001054],,2,iowa_exp
0141,446.5276673999615,,300,,50,436.0287089999765,30,330,120,1,fMRI,150,150,1.4153881000820547,0,4,1,437.44409710005857,[436.860901499982],,2,iowa_exp
0141,461.52855549997184,,300,,100,451.0293297000462,31,330,120,1,fMRI,-1000,150,1.39884069992695,-1250,2,1,452.42817039997317,[451.86143279995304],,0,iowa_exp
0141,476.52913559996523,,300,,50,466.03012240002863,32,330,120,2,fMRI,-950,150,1.6154505999293178,0,4,1,467.64557299995795,"[466.79557840002235, 467.1622136000078]",,1,iowa_exp
0141,491.52978260000236,,300,,50,481.03073170001153,33,330,120,2,fMRI,-900,150,1.6654641999630257,0,4,1,482.69619589997455,"[481.57963369996287, 482.1460252000252]",,1,iowa_exp
0141,506.53049779997673,,300,,50,496.03142759995535,34,330,120,1,fMRI,-1100,150,1.1988544000778347,-250,4,1,497.2302820000332,[496.71359729999676],,2,iowa_exp
0141,521.5311652000528,,300,,50,511.0321922999574,35,330,120,1,fMRI,-1050,150,1.2322203000076115,0,3,1,512.264412599965,[511.73100030003116],,1,iowa_exp
0141,536.5319701000117,,300,,50,526.0328710000031,36,330,120,2,fMRI,-1000,150,2.398953599971719,0,4,1,528.4318245999748,"[527.432707500062, 527.8484187000431]",,1,iowa_exp
0141,551.532934900024,,300,,50,541.0336440999527,37,330,120,3,fMRI,-950,150,3.1488385000266135,0,3,1,544.1824825999793,"[542.1493216999806, 542.6824732000241, 543.2992818000494]",,3,iowa_exp
0141,566.5334142000647,,300,,50,556.0342346000252,38,330,120,3,fMRI,-900,150,2.082347200019285,0,4,1,558.1165818000445,"[556.6831914000213, 557.1331126999576, 557.5498503999552]",,0,iowa_exp
0141,581.5340673000319,,300,,50,571.0350121000083,39,330,120,3,fMRI,-850,150,3.033294999971986,0,4,1,574.0683070999803,"[571.8671154000331, 572.6505479000043, 573.3338980999542]",,0,iowa_exp
0141,596.5347809999948,,300,,50,586.0357040000381,40,330,120,3,fMRI,-850,150,2.4822431999491528,-50,3,1,588.5179471999872,"[587.1679043000331, 587.5845734999748, 587.9845546999713]",,3,iowa_exp
